v,tunning,n,dataset,task,params,acc,f1,cm,lang,embeddings,loss,val_loss

_grid,test2 embeddings,0.0,brmoral,age,"{'features_maps': [50, 50], 'kernel_size': [7, 8], 'strides': [1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 8, 'embedding_dim': 100, 'max_seq_length': 302, 'max_num_words': 500, 'dense_units': [512], 'optimizer': None, 'pool_size': [2, 2], 'n_classes': 3}",0.3832020997375328,0.3703099386320863,"[[24 66 37]



































 [30 54 43]



































 [ 8 51 68]]",pt,LILC-fasttext-100dim,,

_grid,test2 embeddings,0.0,brmoral,religion,"{'features_maps': [50, 50], 'kernel_size': [7, 8], 'strides': [1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 8, 'embedding_dim': 100, 'max_seq_length': 302, 'max_num_words': 500, 'dense_units': [512], 'optimizer': None, 'pool_size': [2, 2], 'n_classes': 3}",0.3587962962962963,0.3403532947141969,"[[44 25 75]


































 [30 26 88]


































 [29 30 85]]",pt,LILC-fasttext-100dim,,

_grid,test2 embeddings,1.0,brmoral,religion,"{'features_maps': [50, 50], 'kernel_size': [7, 8], 'strides': [1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 8, 'embedding_dim': 300, 'max_seq_length': 302, 'max_num_words': 500, 'dense_units': [512], 'optimizer': None, 'pool_size': [2, 2], 'n_classes': 3}",0.3587962962962963,0.34593780624805803,"[[66 21 57]


































 [60 26 58]


































 [51 30 63]]",pt,LILC-fasttext-100dim,,

_grid,test2 embeddings,2.0,brmoral,religion,"{'features_maps': [50, 50], 'kernel_size': [7, 8], 'strides': [1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 8, 'embedding_dim': 600, 'max_seq_length': 302, 'max_num_words': 500, 'dense_units': [512], 'optimizer': None, 'pool_size': [2, 2], 'n_classes': 3}",0.34953703703703703,0.3425760554957032,"[[40 68 36]


































 [30 73 41]


































 [23 83 38]]",pt,LILC-fasttext-100dim,,

_grid,test2 embeddings,3.0,brmoral,religion,"{'features_maps': [50, 50], 'kernel_size': [7, 8], 'strides': [1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 8, 'embedding_dim': 1000, 'max_seq_length': 302, 'max_num_words': 500, 'dense_units': [512], 'optimizer': None, 'pool_size': [2, 2], 'n_classes': 3}",0.3819444444444444,0.37549028845706295,"[[50 68 26]


































 [30 76 38]


































 [35 70 39]]",pt,LILC-fasttext-100dim,,

_grid,create_cnn,0.0,brmoral,religion,"{'features_maps': [50, 50], 'kernel_size': [7, 8], 'strides': [1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 8, 'embedding_dim': 100, 'max_seq_length': 302, 'max_num_words': 500, 'dense_units': [512], 'optimizer': None, 'pool_size': [1, 1], 'n_classes': 3}",0.3611111111111111,0.34816580361249605,"[[27 62 55]

































 [14 71 59]

































 [20 66 58]]",pt,LILC-fasttext-100dim,,

_grid,create_cnn,1.0,brmoral,religion,"{'features_maps': [50, 50], 'kernel_size': [7, 8], 'strides': [1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 8, 'embedding_dim': 300, 'max_seq_length': 302, 'max_num_words': 500, 'dense_units': [512], 'optimizer': None, 'pool_size': [1, 1], 'n_classes': 3}",0.3402777777777778,0.28457106180987096,"[[ 4 73 67]

































 [ 0 72 72]

































 [ 1 72 71]]",pt,LILC-fasttext-100dim,,

_grid,create_cnn,2.0,brmoral,religion,"{'features_maps': [50, 50], 'kernel_size': [7, 8], 'strides': [1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 8, 'embedding_dim': 600, 'max_seq_length': 302, 'max_num_words': 500, 'dense_units': [512], 'optimizer': None, 'pool_size': [1, 1], 'n_classes': 3}",0.33796296296296297,0.3088321736091253,"[[85 20 39]

































 [85 17 42]

































 [86 14 44]]",pt,LILC-fasttext-100dim,,

_grid,create_cnn,3.0,brmoral,religion,"{'features_maps': [50, 50], 'kernel_size': [7, 8], 'strides': [1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 8, 'embedding_dim': 1000, 'max_seq_length': 302, 'max_num_words': 500, 'dense_units': [512], 'optimizer': None, 'pool_size': [1, 1], 'n_classes': 3}",0.3449074074074074,0.22340263149861087,"[[ 16   0 128]

































 [ 12   0 132]

































 [ 11   0 133]]",pt,LILC-fasttext-100dim,,

_grid,create_cnn,0.0,brmoral,it,"{'features_maps': [50, 50], 'kernel_size': [7, 8], 'strides': [1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 8, 'embedding_dim': 100, 'max_seq_length': 302, 'max_num_words': 500, 'dense_units': [512], 'optimizer': None, 'pool_size': [1, 1], 'n_classes': 2}",0.6217948717948718,0.6182655219609308,"[[123 111]
































 [ 66 168]]",pt,LILC-fasttext-100dim,,

_grid,create_cnn,1.0,brmoral,it,"{'features_maps': [50, 50], 'kernel_size': [7, 8], 'strides': [1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 8, 'embedding_dim': 300, 'max_seq_length': 302, 'max_num_words': 500, 'dense_units': [512], 'optimizer': None, 'pool_size': [1, 1], 'n_classes': 2}",0.6773504273504274,0.6737742529648283,"[[134 100]
































 [ 51 183]]",pt,LILC-fasttext-100dim,,

_grid,create_cnn,2.0,brmoral,it,"{'features_maps': [50, 50], 'kernel_size': [7, 8], 'strides': [1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 8, 'embedding_dim': 600, 'max_seq_length': 302, 'max_num_words': 500, 'dense_units': [512], 'optimizer': None, 'pool_size': [1, 1], 'n_classes': 2}",0.6474358974358975,0.6428554910621371,"[[125 109]
































 [ 56 178]]",pt,LILC-fasttext-100dim,,

_grid,create_cnn,3.0,brmoral,it,"{'features_maps': [50, 50], 'kernel_size': [7, 8], 'strides': [1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 8, 'embedding_dim': 1000, 'max_seq_length': 302, 'max_num_words': 500, 'dense_units': [512], 'optimizer': None, 'pool_size': [1, 1], 'n_classes': 2}",0.6346153846153846,0.6327895932273384,"[[132 102]
































 [ 69 165]]",pt,LILC-fasttext-100dim,,

_grid,nilc,0.0,brmoral,it,"{'features_maps': [50, 50], 'kernel_size': [7, 8], 'strides': [1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 8, 'embedding_dim': 50, 'max_seq_length': 302, 'max_num_words': 500, 'dense_units': [512], 'optimizer': None, 'pool_size': [1, 1], 'n_classes': 2}",0.5897435897435898,0.5773948378358039,"[[ 98 136]































 [ 56 178]]",pt,trained-fasttext-100dim,,

_grid,nilc,0.0,brmoral,it,"{'features_maps': [50, 50], 'kernel_size': [7, 8], 'strides': [1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 8, 'embedding_dim': 50, 'max_seq_length': 302, 'max_num_words': 500, 'dense_units': [512], 'optimizer': None, 'pool_size': [1, 1], 'n_classes': 2}",0.6153846153846154,0.6125542718375157,"[[124 110]






























 [ 70 164]]",pt,trained-fasttext-100dim,,

_grid,nilc,1.0,brmoral,it,"{'features_maps': [50, 50], 'kernel_size': [7, 8], 'strides': [1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 8, 'embedding_dim': 300, 'max_seq_length': 302, 'max_num_words': 500, 'dense_units': [512], 'optimizer': None, 'pool_size': [1, 1], 'n_classes': 2}",0.6388888888888888,0.6388476659710776,"[[152  82]






























 [ 87 147]]",pt,trained-fasttext-100dim,,

_grid,nilc,2.0,brmoral,it,"{'features_maps': [50, 50], 'kernel_size': [7, 8], 'strides': [1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 8, 'embedding_dim': 600, 'max_seq_length': 302, 'max_num_words': 500, 'dense_units': [512], 'optimizer': None, 'pool_size': [1, 1], 'n_classes': 2}",0.6047008547008547,0.5891678489914256,"[[ 96 138]






























 [ 47 187]]",pt,trained-fasttext-100dim,,

_grid,lstm alstm attention,0.0,brmoral,age,,0.35958005249343833,0.2940797557788787,"[[80  4 43]





























 [76  2 49]





























 [72  0 55]]",pt,nilc-fasttext-100dim,1.106078734160383,1.0868201851844788

_grid,lstm alstm attention,1.0,brmoral,age,,0.3464566929133858,0.33963320907829314,"[[57 46 24]





























 [57 47 23]





























 [60 39 28]]",pt,nilc-fasttext-100dim,1.1100380260173126,1.079690158367157

_grid,lstm alstm attention,2.0,brmoral,age,,0.3937007874015748,0.3613987642041703,"[[16 50 61]





























 [13 55 59]





























 [ 8 40 79]]",pt,nilc-fasttext-100dim,1.1152213987152877,1.103326380252838

_grid,lstm alstm attention,3.0,brmoral,age,,0.3884514435695538,0.369073121428736,"[[29 26 72]





























 [20 37 70]





























 [18 27 82]]",pt,nilc-fasttext-100dim,1.1121658069348477,1.0671011209487915

_grid,lstm alstm attention,4.0,brmoral,age,,0.3700787401574803,0.3017241379310345,"[[ 27  99   1]





























 [ 21 104   2]





























 [ 41  76  10]]",pt,nilc-fasttext-100dim,1.11133633174724,1.0919925570487976

_grid,lstm alstm attention,5.0,brmoral,age,,0.3727034120734909,0.3612067583597833,"[[64 48 15]





























 [58 52 17]





























 [47 54 26]]",pt,nilc-fasttext-100dim,1.1115073900497785,1.067000150680542

_grid,lstm alstm attention,6.0,brmoral,age,,0.31758530183727035,0.29175128631320674,"[[25 84 18]





























 [37 75 15]





























 [34 72 21]]",pt,nilc-fasttext-100dim,1.1107773758912942,1.0997682213783264

_grid,lstm alstm attention,7.0,brmoral,age,,0.35958005249343833,0.3314079737983167,"[[32 25 70]





























 [31 22 74]





























 [27 17 83]]",pt,nilc-fasttext-100dim,1.1155220312980585,1.0931072235107422

_grid,lstm alstm attention,8.0,brmoral,age,,0.3464566929133858,0.2704439415528176,"[[ 0 91 36]





























 [ 0 88 39]





























 [ 1 82 44]]",pt,nilc-fasttext-100dim,1.109192864158862,1.0829355120658877

_grid,lstm alstm attention,9.0,brmoral,age,,0.3307086614173229,0.261166259236326,"[[41 84  2]





























 [42 84  1]





























 [48 78  1]]",pt,nilc-fasttext-100dim,1.109127626943754,1.0648460388183594

_grid,lstm alstm attention,10.0,brmoral,age,,0.3937007874015748,0.3854625595298409,"[[55 24 48]





























 [51 31 45]





























 [45 18 64]]",pt,nilc-fasttext-100dim,1.1147486207175388,1.103660225868225

_grid,lstm alstm attention,0.0,brmoral,age,"{'features_maps': [10, 10], 'kernel_size': [3, 4], 'strides': [1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': None, 'max_num_words': 10000, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3]}",0.34120734908136485,0.2767430079973122,"[[ 2 49 76]




























 [ 3 48 76]




























 [ 0 47 80]]",pt,nilc-fasttext-100dim,1.136404639702,1.1056048075358074

_grid,lstm alstm attention,0.0,brmoral,age,"{'features_maps': [10, 10], 'kernel_size': [3, 4], 'strides': [1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': None, 'max_num_words': 10000, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3]}",0.3989501312335958,0.377376471236636,"[[27 77 23]



























 [24 86 17]



























 [16 72 39]]",pt,nilc-fasttext-100dim,0.8331483898893622,1.012739360332489

_grid,lstm alstm attention,0.0,brmoral,age,"{'features_maps': [10, 10], 'kernel_size': [3, 4], 'strides': [1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': None, 'max_num_words': 10000, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3]}",0.4146981627296588,0.4117581106576207,"[[71 40 16]


























 [66 40 21]


























 [51 29 47]]",pt,nilc-fasttext-100dim,1.0550464736967842,1.0851490894953408

_grid,lstm alstm attention,0.0,brmoral,age,"{'features_maps': [10, 10], 'kernel_size': [3, 4], 'strides': [1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': None, 'max_num_words': 10000, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3]}",0.3963254593175853,0.3704385435786448,"[[19 71 37]

























 [12 77 38]

























 [13 59 55]]",pt,nilc-fasttext-100dim,1.0941474602370378,1.0889825026194255

_grid,lstm alstm attention,0.0,brmoral,age,"{'features_maps': [10, 10], 'kernel_size': [3, 4], 'strides': [1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': None, 'max_num_words': 10000, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3]}",0.4120734908136483,0.4128943333605844,"[[49 46 32]
























 [39 55 33]
























 [23 51 53]]",pt,nilc-fasttext-100dim,0.8918765470722537,1.0651561816533406

_grid,lstm alstm attention,0.0,brmoral,age,"{'features_maps': [10, 10], 'kernel_size': [3, 4], 'strides': [1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': None, 'max_num_words': 10000, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3]}",0.3674540682414698,0.32434476714662475,"[[45 80  2]























 [39 84  4]























 [27 89 11]]",pt,nilc-fasttext-100dim,0.7288288010781883,1.0270203544635963

_grid,lstm alstm attention,0.0,brmoral,age,"{'features_maps': [10, 10], 'kernel_size': [3, 4], 'strides': [1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': None, 'max_num_words': 10000, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3]}",0.4146981627296588,0.3830093976438583,"[[91 13 23]






















 [78 20 29]






















 [62 18 47]]",pt,nilc-fasttext-100dim,0.9252563711516364,1.0495899120966594

_grid,lstm alstm attention,0.0,brmoral,age,"{'features_maps': [10, 10], 'kernel_size': [3, 4], 'strides': [1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': None, 'max_num_words': 10000, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3]}",0.35170603674540685,0.3263182888399163,"[[32 77 18]





















 [30 80 17]





















 [20 85 22]]",pt,nilc-fasttext-100dim,1.2597887207756422,1.152889092763265

_grid,lstm alstm attention,0.0,brmoral,age,"{'features_maps': [10, 10], 'kernel_size': [3, 4], 'strides': [1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': None, 'max_num_words': 10000, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3]}",0.3805774278215223,0.3634002218634332,"[[80 32 15]




















 [78 35 14]




















 [71 26 30]]",pt,nilc-fasttext-100dim,0.9077787383681998,1.0650639533996582

_grid,lstm alstm attention,0.0,brmoral,age,"{'features_maps': [10, 10], 'kernel_size': [3, 4], 'strides': [1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': None, 'max_num_words': 10000, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3]}",0.3884514435695538,0.31913624521223377,"[[95  3 29]



















 [86  3 38]



















 [68  9 50]]",pt,nilc-fasttext-100dim,0.9453780596616259,1.07295823097229

_grid,lstm lstm attention,0.0,brmoral,gender,"{'features_maps': [10, 10], 'kernel_size': [3, 4], 'strides': [1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': None, 'max_num_words': None, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3]}",0.4891304347826087,0.3284671532846716,"[[  0 230]


















 [  5 225]]",pt,nilc-fasttext-100dim,0.6934723767817366,0.6713918745517731

_grid,lstm lstm attention,0.0,brmoral,age,"{'features_maps': [10, 10], 'kernel_size': [3, 4], 'strides': [1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': None, 'max_num_words': None, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3]}",0.3333333333333333,0.27093488935507226,"[[64 62  1]

















 [64 62  1]

















 [64 62  1]]",pt,nilc-fasttext-100dim,1.0985852288103652,1.093250393867493

_grid,lstm lstm attention,0.0,brmoral,religion,"{'features_maps': [10, 10], 'kernel_size': [3, 4], 'strides': [1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': None, 'max_num_words': None, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3]}",0.3333333333333333,0.26666666666666666,"[[72  0 72]
















 [72  0 72]
















 [72  0 72]]",pt,nilc-fasttext-100dim,1.100672841368623,1.0941455960273745

_grid,lstm lstm attention,0.0,brmoral,education,"{'features_maps': [10, 10], 'kernel_size': [3, 4], 'strides': [1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': None, 'max_num_words': None, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3]}",0.34366925064599485,0.2789701981318748,"[[62  2 65]















 [58  1 70]















 [59  0 70]]",pt,nilc-fasttext-100dim,1.0994611783974375,1.0992252826690674

_grid,lstm lstm attention,0.0,brmoral,it,"{'features_maps': [10, 10], 'kernel_size': [3, 4], 'strides': [1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': None, 'max_num_words': None, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3]}",0.5064102564102564,0.3510262151600103,"[[  4 230]














 [  1 233]]",pt,nilc-fasttext-100dim,0.6876044978447655,0.655993640422821

_grid,lstm lstm attention,0.0,brmoral,politics,"{'features_maps': [10, 10], 'kernel_size': [3, 4], 'strides': [1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': None, 'max_num_words': None, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3]}",0.33585858585858586,0.17255731922398587,"[[132   0   0]













 [130   0   2]













 [131   0   1]]",pt,nilc-fasttext-100dim,1.096063289323235,1.0966009497642517

_grid,lstm lstm attention,0.0,brmoral,gender,"{'features_maps': [10, 10], 'kernel_size': [3, 4], 'strides': [1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': None, 'max_num_words': None, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3]}",0.5043478260869565,0.3888111888111888,"[[ 16 214]












 [ 14 216]]",pt,nilc-fasttext-100dim,0.6920205897505965,0.6932559013366699

_grid,lstm lstm attention,0.0,brmoral,age,"{'features_maps': [10, 10], 'kernel_size': [3, 4], 'strides': [1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': None, 'max_num_words': None, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3]}",0.3333333333333333,0.3332613833483398,"[[42 41 44]











 [42 41 44]











 [42 41 44]]",pt,nilc-fasttext-100dim,1.0970641000035524,1.0896865129470823

_grid,lstm lstm attention,0.0,brmoral,religion,"{'features_maps': [10, 10], 'kernel_size': [3, 4], 'strides': [1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': None, 'max_num_words': None, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3]}",0.3333333333333333,0.26029526029526023,"[[96 48  0]










 [93 48  3]










 [96 48  0]]",pt,nilc-fasttext-100dim,1.1017533215352424,1.1022379000981648

_grid,lstm lstm attention,0.0,brmoral,education,"{'features_maps': [10, 10], 'kernel_size': [3, 4], 'strides': [1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': None, 'max_num_words': None, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3]}",0.3385012919896641,0.2687582215206525,"[[80 47  2]









 [77 51  1]









 [76 53  0]]",pt,nilc-fasttext-100dim,1.1007990775950085,1.100378394126892

_grid,lstm lstm attention,0.0,brmoral,it,"{'features_maps': [10, 10], 'kernel_size': [3, 4], 'strides': [1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': None, 'max_num_words': None, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3]}",0.5790598290598291,0.550997150997151,"[[ 77 157]








 [ 40 194]]",pt,nilc-fasttext-100dim,0.6885317485262438,0.6853902538617452

_grid,lstm lstm attention,0.0,brmoral,politics,"{'features_maps': [10, 10], 'kernel_size': [3, 4], 'strides': [1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': None, 'max_num_words': None, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3]}",0.3383838383838384,0.17749559082892416,"[[132   0   0]







 [130   2   0]







 [131   1   0]]",pt,nilc-fasttext-100dim,1.10120539016247,1.0951974391937256

_grid,lstm lstm attention,0.0,brmoral,gender,"{'features_maps': [10, 10], 'kernel_size': [3, 4], 'strides': [1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': None, 'max_num_words': None, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3]}",0.4934782608695652,0.3304221251819505,"[[  0 230]






 [  3 227]]",pt,nilc-fasttext-100dim,0.6908615261663528,0.6903098837222927

_grid,lstm lstm attention,0.0,brmoral,age,"{'features_maps': [10, 10], 'kernel_size': [3, 4], 'strides': [1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': None, 'max_num_words': None, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3]}",0.3648293963254593,0.3624823348694317,"[[41 62 24]





 [41 59 27]





 [41 47 39]]",pt,nilc-fasttext-100dim,1.096686639448488,1.0887172133834273

_grid,lstm lstm attention,0.0,brmoral,religion,"{'features_maps': [10, 10], 'kernel_size': [3, 4], 'strides': [1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': None, 'max_num_words': None, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3]}",0.3356481481481481,0.2607324244854317,"[[97  0 47]




 [93  0 51]




 [96  0 48]]",pt,nilc-fasttext-100dim,1.1010611723974322,1.1008270978927612

_grid,lstm lstm attention,0.0,brmoral,education,"{'features_maps': [10, 10], 'kernel_size': [3, 4], 'strides': [1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': None, 'max_num_words': None, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3]}",0.3359173126614987,0.2444375538116779,"[[110   6  13]



 [106   8  15]



 [107  10  12]]",pt,nilc-fasttext-100dim,1.0989648691689675,1.0971723000208538

_grid,lstm lstm attention,0.0,brmoral,it,"{'features_maps': [10, 10], 'kernel_size': [3, 4], 'strides': [1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 2, 'embedding_dim': 100, 'max_seq_length': None, 'max_num_words': None, 'dense_units': [128], 'optimizer': None, 'pool_size': [3, 3, 3]}",0.5427350427350427,0.4787225183211194,"[[ 45 189]


 [ 25 209]]",pt,nilc-fasttext-100dim,0.6914475478024263,0.6872704227765402
